================================================================================
XAUBOT AI — #17 Liquidity Sweep Backtest
Mode: FILTER | CV: relaxed (0.003) | Lookback: 30
================================================================================
Generated: 2026-02-07 17:38:39
Period: 2025-08-01 to 2026-02-07

--- SWEEP STATS ---
  BSL Sweeps Detected:    2577
  SSL Sweeps Detected:    1989
  Sweep-Confirmed Trades: 649
  Sweep-Blocked Trades:   261

--- PERFORMANCE ---
  Total Trades:    649
  Wins:            462
  Losses:          187
  Win Rate:        71.2%
  Net PnL:         $1,251.66
  Profit Factor:   1.39
  Max Drawdown:    5.4% ($300.84)
  Avg Win:         $9.67
  Avg Loss:        $17.19
  Expectancy:      $1.93
  Sharpe Ratio:    1.83

--- ENTRY SOURCE BREAKDOWN ---
  SWEEP+SMC   : 649 trades,  71.2% WR, $1,251.66
  SMC         :   0 trades,   0.0% WR, $    0.00

--- EXIT REASONS ---
  breakeven_exit      :  228 ( 35.1%)
  trailing_sl         :  165 ( 25.4%)
  early_cut           :   93 ( 14.3%)
  trend_reversal      :   49 (  7.6%)
  take_profit         :   37 (  5.7%)
  timeout             :   20 (  3.1%)
  max_loss            :   15 (  2.3%)
  weekend_close       :   11 (  1.7%)
  smart_tp            :   11 (  1.7%)
  peak_protect        :   10 (  1.5%)
  market_signal       :   10 (  1.5%)

--- DIRECTION ---
  BUY: 383 trades, 71.5% WR, $672.84
  SELL: 266 trades, 70.7% WR, $578.81

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason Sweep     Source
------------------------------------------------------------------------------------------------------------------------
 447 2025-12-04 23:00  BUY    4209.20    4201.34    -7.86   LOSS     trend_reversal   SSL  SWEEP+SMC
 448 2025-12-05 06:15  BUY    4212.27    4214.27     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 449 2025-12-05 09:45  BUY    4224.31    4226.31     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 450 2025-12-05 17:30  BUY    4253.66    4203.28   -50.38   LOSS           max_loss   SSL  SWEEP+SMC
 451 2025-12-05 20:30 SELL    4211.74    4209.74     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 452 2025-12-05 23:45 SELL    4196.12    4208.15   -12.03   LOSS            timeout   BSL  SWEEP+SMC
 453 2025-12-08 07:30  BUY    4214.55    4209.19    -5.36   LOSS     trend_reversal   SSL  SWEEP+SMC
 454 2025-12-08 13:30  BUY    4213.24    4198.17   -15.07   LOSS     trend_reversal   SSL  SWEEP+SMC
 455 2025-12-08 19:00 SELL    4187.03    4194.21    -7.18   LOSS     trend_reversal   BSL  SWEEP+SMC
 456 2025-12-09 02:00 SELL    4192.59    4190.59     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 457 2025-12-09 07:30  BUY    4181.82    4191.58     9.76    WIN        take_profit   SSL  SWEEP+SMC
 458 2025-12-09 16:45  BUY    4204.83    4215.35    10.52    WIN        trailing_sl   SSL  SWEEP+SMC
 459 2025-12-09 23:00  BUY    4211.15    4213.15     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 460 2025-12-10 06:00 SELL    4208.08    4206.08     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 461 2025-12-10 10:00 SELL    4202.33    4200.33     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 462 2025-12-10 16:00 SELL    4204.85    4199.49    10.72    WIN        trailing_sl   BSL  SWEEP+SMC
 463 2025-12-10 19:15 SELL    4200.53    4196.94     7.18    WIN     breakeven_exit   BSL  SWEEP+SMC
 464 2025-12-10 23:30 SELL    4227.96    4214.96    13.00    WIN        trailing_sl   BSL  SWEEP+SMC
 465 2025-12-11 12:00 SELL    4220.40    4218.14     4.52    WIN     breakeven_exit   BSL  SWEEP+SMC
 466 2025-12-11 15:15 SELL    4212.84    4230.79   -17.95   LOSS          early_cut   BSL  SWEEP+SMC
 467 2025-12-11 19:00  BUY    4277.35    4280.60     3.25    WIN     breakeven_exit   SSL  SWEEP+SMC
 468 2025-12-11 23:00  BUY    4272.87    4279.10     6.23    WIN        trailing_sl   SSL  SWEEP+SMC
 469 2025-12-12 04:00  BUY    4275.21    4266.26    -8.95   LOSS     trend_reversal   SSL  SWEEP+SMC
 470 2025-12-12 09:15  BUY    4285.66    4303.80    36.28    WIN      market_signal   SSL  SWEEP+SMC
 471 2025-12-12 13:00  BUY    4335.79    4337.79     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 472 2025-12-12 18:15 SELL    4289.54    4277.05    24.98    WIN        trailing_sl   BSL  SWEEP+SMC
 473 2025-12-15 04:45  BUY    4326.17    4340.29    14.12    WIN        trailing_sl   SSL  SWEEP+SMC
 474 2025-12-15 10:30  BUY    4345.04    4347.04     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 475 2025-12-15 14:00  BUY    4343.82    4335.88   -15.88   LOSS       peak_protect   SSL  SWEEP+SMC
 476 2025-12-15 17:30 SELL    4323.18    4295.83    54.70    WIN           smart_tp   BSL  SWEEP+SMC
 477 2025-12-15 20:45 SELL    4312.91    4310.91     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 478 2025-12-16 01:45 SELL    4303.77    4283.06    20.71    WIN        take_profit   BSL  SWEEP+SMC
 479 2025-12-16 07:30 SELL    4279.46    4277.46     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 480 2025-12-16 15:45  BUY    4312.85    4322.48    19.26    WIN        trailing_sl   SSL  SWEEP+SMC
 481 2025-12-16 20:15  BUY    4301.71    4308.08     6.37    WIN     breakeven_exit   SSL  SWEEP+SMC
 482 2025-12-17 01:00  BUY    4303.86    4317.96    14.10    WIN        take_profit   SSL  SWEEP+SMC
 483 2025-12-17 05:30  BUY    4321.38    4323.38     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 484 2025-12-17 08:45  BUY    4328.41    4314.88   -13.53   LOSS     trend_reversal   SSL  SWEEP+SMC
 485 2025-12-17 16:00  BUY    4327.13    4335.16    16.06    WIN        trailing_sl   SSL  SWEEP+SMC
 486 2025-12-17 19:15  BUY    4337.04    4340.31     6.54    WIN     breakeven_exit   SSL  SWEEP+SMC
 487 2025-12-17 23:00  BUY    4343.76    4329.72   -14.04   LOSS     trend_reversal   SSL  SWEEP+SMC
 488 2025-12-18 05:30 SELL    4332.11    4324.29     7.82    WIN            timeout   BSL  SWEEP+SMC
 489 2025-12-18 14:00 SELL    4323.94    4321.94     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 490 2025-12-18 17:30  BUY    4337.49    4362.16    49.34    WIN           smart_tp   SSL  SWEEP+SMC
 491 2025-12-18 20:30  BUY    4333.57    4324.93   -17.28   LOSS          early_cut   SSL  SWEEP+SMC
 492 2025-12-19 03:15 SELL    4312.86    4319.59    -6.73   LOSS            timeout   BSL  SWEEP+SMC
 493 2025-12-19 10:00 SELL    4322.71    4330.01    -7.30   LOSS            timeout   BSL  SWEEP+SMC
 494 2025-12-19 17:30  BUY    4339.95    4344.74     4.79    WIN     breakeven_exit   SSL  SWEEP+SMC
 495 2025-12-22 01:15  BUY    4348.33    4361.63    13.30    WIN        trailing_sl   SSL  SWEEP+SMC
 496 2025-12-22 05:45  BUY    4392.40    4394.40     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 497 2025-12-22 09:00  BUY    4412.79    4414.79     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 498 2025-12-22 12:15  BUY    4411.28    4423.24    23.92    WIN        take_profit   SSL  SWEEP+SMC
 499 2025-12-22 17:30  BUY    4427.58    4429.58     4.00    WIN        trailing_sl   SSL  SWEEP+SMC
 500 2025-12-22 23:15  BUY    4447.74    4455.53     7.79    WIN        trailing_sl   SSL  SWEEP+SMC
 501 2025-12-23 04:00  BUY    4485.04    4492.52     7.48    WIN        trailing_sl   SSL  SWEEP+SMC
 502 2025-12-23 08:15  BUY    4475.75    4478.25     2.50    WIN        trailing_sl   SSL  SWEEP+SMC
 503 2025-12-23 11:45  BUY    4480.35    4482.69     4.68    WIN     breakeven_exit   SSL  SWEEP+SMC
 504 2025-12-23 15:00  BUY    4494.52    4479.10   -30.84   LOSS          early_cut   SSL  SWEEP+SMC
 505 2025-12-23 18:15 SELL    4461.50    4474.12   -25.24   LOSS           max_loss   BSL  SWEEP+SMC
 506 2025-12-23 23:00  BUY    4491.13    4493.13     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 507 2025-12-24 04:00  BUY    4511.36    4476.58   -34.78   LOSS          early_cut   SSL  SWEEP+SMC
 508 2025-12-24 07:30 SELL    4495.21    4491.30     3.91    WIN     breakeven_exit   BSL  SWEEP+SMC
 509 2025-12-24 10:30 SELL    4490.03    4485.30     9.46    WIN     breakeven_exit   BSL  SWEEP+SMC
 510 2025-12-24 13:45 SELL    4491.42    4475.93    30.98    WIN        take_profit   BSL  SWEEP+SMC
 511 2025-12-24 18:00 SELL    4465.97    4483.44   -17.47   LOSS          early_cut   BSL  SWEEP+SMC
 512 2025-12-26 01:45  BUY    4494.73    4514.43    19.70    WIN        trailing_sl   SSL  SWEEP+SMC
 513 2025-12-26 08:30  BUY    4518.27    4509.99    -8.28   LOSS            timeout   SSL  SWEEP+SMC
 514 2025-12-26 16:00  BUY    4525.31    4527.31     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 515 2025-12-26 19:15  BUY    4518.01    4527.95     9.94    WIN        trailing_sl   SSL  SWEEP+SMC
 516 2025-12-29 02:15 SELL    4486.44    4511.95   -25.51   LOSS          early_cut   BSL  SWEEP+SMC
 517 2025-12-29 08:00 SELL    4505.70    4484.16    21.54    WIN        take_profit   BSL  SWEEP+SMC
 518 2025-12-29 11:30 SELL    4475.51    4473.51     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 519 2025-12-29 14:30 SELL    4462.14    4454.56    15.16    WIN        trailing_sl   BSL  SWEEP+SMC
 520 2025-12-29 18:00 SELL    4333.47    4341.35   -15.76   LOSS          early_cut   BSL  SWEEP+SMC
 521 2025-12-30 01:00 SELL    4340.28    4336.31     3.97    WIN     breakeven_exit   BSL  SWEEP+SMC
 522 2025-12-30 04:00  BUY    4355.06    4359.43     4.37    WIN        trailing_sl   SSL  SWEEP+SMC
 523 2025-12-30 07:30  BUY    4374.49    4353.11   -21.38   LOSS          early_cut   SSL  SWEEP+SMC
 524 2025-12-30 12:45  BUY    4384.61    4386.61     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 525 2025-12-30 16:00  BUY    4386.10    4388.10     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 526 2025-12-30 19:00  BUY    4373.26    4364.48   -17.56   LOSS          early_cut   SSL  SWEEP+SMC
 527 2025-12-30 23:15 SELL    4346.53    4340.96     5.57    WIN     breakeven_exit   BSL  SWEEP+SMC
 528 2025-12-31 04:15 SELL    4361.44    4351.50     9.94    WIN     breakeven_exit   BSL  SWEEP+SMC
 529 2025-12-31 07:30 SELL    4324.41    4288.17    36.24    WIN        trailing_sl   BSL  SWEEP+SMC
 530 2025-12-31 10:30 SELL    4317.13    4310.15    13.96    WIN     breakeven_exit   BSL  SWEEP+SMC
 531 2025-12-31 13:30  BUY    4312.50    4314.50     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 532 2025-12-31 17:30  BUY    4330.84    4334.34     7.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 533 2025-12-31 20:30  BUY    4321.93    4310.78   -22.30   LOSS          early_cut   SSL  SWEEP+SMC
 534 2026-01-02 01:00  BUY    4330.37    4342.34    11.97    WIN        trailing_sl   SSL  SWEEP+SMC
 535 2026-01-02 04:15  BUY    4347.63    4365.84    18.21    WIN        trailing_sl   SSL  SWEEP+SMC
 536 2026-01-02 07:45  BUY    4380.53    4382.53     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 537 2026-01-02 12:45  BUY    4396.00    4398.00     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 538 2026-01-02 17:45 SELL    4335.40    4324.65    21.50    WIN        trailing_sl   BSL  SWEEP+SMC
 539 2026-01-05 03:00  BUY    4402.74    4407.44     4.70    WIN     breakeven_exit   SSL  SWEEP+SMC
 540 2026-01-05 07:45  BUY    4412.40    4420.90     8.50    WIN        trailing_sl   SSL  SWEEP+SMC
 541 2026-01-05 15:15 SELL    4399.36    4411.91   -25.10   LOSS           max_loss   BSL  SWEEP+SMC
 542 2026-01-05 18:00  BUY    4446.20    4437.98   -16.44   LOSS          early_cut   SSL  SWEEP+SMC
 543 2026-01-06 03:15  BUY    4434.72    4452.42    17.70    WIN        take_profit   SSL  SWEEP+SMC
 544 2026-01-06 07:00  BUY    4467.11    4452.01   -15.10   LOSS          early_cut   SSL  SWEEP+SMC
 545 2026-01-06 10:15  BUY    4470.68    4446.31   -24.37   LOSS          early_cut   SSL  SWEEP+SMC
 546 2026-01-06 16:30  BUY    4479.17    4484.31     5.14    WIN     breakeven_exit   SSL  SWEEP+SMC
 547 2026-01-06 23:00  BUY    4491.75    4495.20     3.45    WIN     breakeven_exit   SSL  SWEEP+SMC
 548 2026-01-07 04:00 SELL    4472.28    4467.50     4.78    WIN     breakeven_exit   BSL  SWEEP+SMC
 549 2026-01-07 09:45 SELL    4461.12    4453.46    15.32    WIN        trailing_sl   BSL  SWEEP+SMC
 550 2026-01-07 16:30 SELL    4444.10    4429.55    29.10    WIN     breakeven_exit   BSL  SWEEP+SMC
 551 2026-01-07 20:15  BUY    4452.19    4454.19     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 552 2026-01-07 23:15  BUY    4452.50    4462.44     9.94    WIN     breakeven_exit   SSL  SWEEP+SMC
 553 2026-01-08 05:15 SELL    4443.86    4421.43    22.43    WIN        trailing_sl   BSL  SWEEP+SMC
 554 2026-01-08 10:15 SELL    4426.75    4423.98     5.54    WIN     breakeven_exit   BSL  SWEEP+SMC
 555 2026-01-08 13:15 SELL    4426.40    4411.12    30.56    WIN        take_profit   BSL  SWEEP+SMC
 556 2026-01-08 17:00  BUY    4448.10    4450.26     4.32    WIN        trailing_sl   SSL  SWEEP+SMC
 557 2026-01-08 20:15  BUY    4452.02    4474.73    22.71    WIN        trailing_sl   SSL  SWEEP+SMC
 558 2026-01-09 03:30  BUY    4462.42    4468.97     6.55    WIN        trailing_sl   SSL  SWEEP+SMC
 559 2026-01-09 07:45  BUY    4467.75    4471.82     4.07    WIN     breakeven_exit   SSL  SWEEP+SMC
 560 2026-01-09 11:30  BUY    4471.64    4473.64     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 561 2026-01-09 16:30  BUY    4487.75    4490.94     6.38    WIN        trailing_sl   SSL  SWEEP+SMC
 562 2026-01-09 19:30  BUY    4501.88    4496.69    -5.19   LOSS      weekend_close   SSL  SWEEP+SMC
 563 2026-01-12 01:00  BUY    4529.97    4534.59     4.62    WIN        trailing_sl   SSL  SWEEP+SMC
 564 2026-01-12 04:00  BUY    4566.75    4576.01     9.26    WIN        trailing_sl   SSL  SWEEP+SMC
 565 2026-01-12 08:30  BUY    4574.37    4576.37     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 566 2026-01-12 11:30  BUY    4595.34    4585.16   -20.36   LOSS          early_cut   SSL  SWEEP+SMC
 567 2026-01-12 16:30  BUY    4604.05    4614.44    20.78    WIN        trailing_sl   SSL  SWEEP+SMC
 568 2026-01-12 20:15 SELL    4605.55    4613.68   -16.26   LOSS          early_cut   BSL  SWEEP+SMC
 569 2026-01-12 23:45 SELL    4592.24    4581.86    10.38    WIN        trailing_sl   BSL  SWEEP+SMC
 570 2026-01-13 03:45 SELL    4577.68    4594.00   -16.32   LOSS          early_cut   BSL  SWEEP+SMC
 571 2026-01-13 07:15 SELL    4601.11    4585.58    15.53    WIN        take_profit   BSL  SWEEP+SMC
 572 2026-01-13 10:15 SELL    4589.83    4586.41     3.42    WIN     breakeven_exit   BSL  SWEEP+SMC
 573 2026-01-13 15:00  BUY    4602.44    4614.70    24.52    WIN        trailing_sl   SSL  SWEEP+SMC
 574 2026-01-13 20:30 SELL    4600.19    4597.01     6.36    WIN        trailing_sl   BSL  SWEEP+SMC
 575 2026-01-14 01:00 SELL    4595.80    4615.19   -19.39   LOSS          early_cut   BSL  SWEEP+SMC
 576 2026-01-14 07:45  BUY    4619.87    4630.19    10.32    WIN        trailing_sl   SSL  SWEEP+SMC
 577 2026-01-14 11:15  BUY    4637.30    4631.85    -5.45   LOSS            timeout   SSL  SWEEP+SMC
 578 2026-01-14 17:45 SELL    4617.72    4607.36    20.72    WIN     breakeven_exit   BSL  SWEEP+SMC
 579 2026-01-14 23:00 SELL    4624.42    4622.42     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 580 2026-01-15 03:15 SELL    4600.32    4594.26     6.06    WIN        trailing_sl   BSL  SWEEP+SMC
 581 2026-01-15 09:15 SELL    4610.04    4604.62    10.84    WIN        trailing_sl   BSL  SWEEP+SMC
 582 2026-01-15 12:45  BUY    4619.70    4611.61   -16.18   LOSS          early_cut   SSL  SWEEP+SMC
 583 2026-01-15 17:30 SELL    4611.62    4608.44     6.36    WIN     breakeven_exit   BSL  SWEEP+SMC
 584 2026-01-15 23:00 SELL    4611.98    4609.98     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 585 2026-01-16 04:00 SELL    4598.02    4596.02     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 586 2026-01-16 08:45 SELL    4597.89    4607.36    -9.47   LOSS     trend_reversal   BSL  SWEEP+SMC
 587 2026-01-16 15:15 SELL    4586.97    4601.73   -29.52   LOSS           max_loss   BSL  SWEEP+SMC
 588 2026-01-16 18:15 SELL    4591.49    4581.53     9.96    WIN        trailing_sl   BSL  SWEEP+SMC
 589 2026-01-16 23:15 SELL    4592.28    4594.43    -2.15   LOSS      weekend_close   BSL  SWEEP+SMC
 590 2026-01-19 06:45  BUY    4662.96    4666.37     3.41    WIN     breakeven_exit   SSL  SWEEP+SMC
 591 2026-01-19 10:15  BUY    4669.21    4668.46    -0.75   LOSS            timeout   SSL  SWEEP+SMC
 592 2026-01-19 18:15  BUY    4671.75    4675.20     6.90    WIN        trailing_sl   SSL  SWEEP+SMC
 593 2026-01-20 03:00 SELL    4670.00    4668.00     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 594 2026-01-20 06:45  BUY    4695.04    4697.04     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 595 2026-01-20 09:45  BUY    4715.81    4721.40     5.59    WIN     breakeven_exit   SSL  SWEEP+SMC
 596 2026-01-20 13:00  BUY    4726.14    4730.08     3.94    WIN     breakeven_exit   SSL  SWEEP+SMC
 597 2026-01-20 16:30  BUY    4738.32    4740.32     4.00    WIN        trailing_sl   SSL  SWEEP+SMC
 598 2026-01-20 19:30  BUY    4756.37    4760.25     7.76    WIN        trailing_sl   SSL  SWEEP+SMC
 599 2026-01-20 23:45  BUY    4761.95    4772.74    10.79    WIN        trailing_sl   SSL  SWEEP+SMC
 600 2026-01-21 04:30  BUY    4830.98    4833.60     2.62    WIN     breakeven_exit   SSL  SWEEP+SMC
 601 2026-01-21 07:45  BUY    4869.76    4880.83    11.07    WIN     breakeven_exit   SSL  SWEEP+SMC
 602 2026-01-21 13:15  BUY    4866.83    4874.09     7.26    WIN        trailing_sl   SSL  SWEEP+SMC
 603 2026-01-21 18:15 SELL    4839.94    4818.39    43.10    WIN           smart_tp   BSL  SWEEP+SMC
 604 2026-01-21 23:00 SELL    4823.92    4798.19    25.73    WIN        trailing_sl   BSL  SWEEP+SMC
 605 2026-01-22 04:00 SELL    4793.31    4784.71     8.60    WIN     breakeven_exit   BSL  SWEEP+SMC
 606 2026-01-22 07:45  BUY    4821.07    4823.07     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 607 2026-01-22 11:15  BUY    4829.39    4819.58    -9.81   LOSS     trend_reversal   SSL  SWEEP+SMC
 608 2026-01-22 17:15  BUY    4853.92    4868.74    29.64    WIN        trailing_sl   SSL  SWEEP+SMC
 609 2026-01-22 20:30  BUY    4912.86    4920.88     8.02    WIN     breakeven_exit   SSL  SWEEP+SMC
 610 2026-01-23 01:00  BUY    4943.05    4955.68    12.63    WIN        trailing_sl   SSL  SWEEP+SMC
 611 2026-01-23 05:00  BUY    4954.66    4957.97     3.31    WIN     breakeven_exit   SSL  SWEEP+SMC
 612 2026-01-23 10:30 SELL    4925.00    4916.90    16.20    WIN        trailing_sl   BSL  SWEEP+SMC
 613 2026-01-23 13:30 SELL    4923.35    4934.10   -21.50   LOSS          early_cut   BSL  SWEEP+SMC
 614 2026-01-23 18:15  BUY    4985.34    4965.78   -19.56   LOSS          early_cut   SSL  SWEEP+SMC
 615 2026-01-23 23:00  BUY    4981.37    4982.17     0.80    WIN      weekend_close   SSL  SWEEP+SMC
 616 2026-01-26 03:00  BUY    5057.51    5080.09    22.58    WIN        trailing_sl   SSL  SWEEP+SMC
 617 2026-01-26 06:30  BUY    5067.17    5069.17     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 618 2026-01-26 09:30  BUY    5088.44    5093.54    10.20    WIN     breakeven_exit   SSL  SWEEP+SMC
 619 2026-01-26 15:15 SELL    5072.09    5070.09     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 620 2026-01-26 18:30  BUY    5077.31    5086.28    17.94    WIN        trailing_sl   SSL  SWEEP+SMC
 621 2026-01-26 23:15 SELL    5020.26    5008.05    12.21    WIN        trailing_sl   BSL  SWEEP+SMC
 622 2026-01-27 03:15  BUY    5066.54    5076.11     9.57    WIN        trailing_sl   SSL  SWEEP+SMC
 623 2026-01-27 07:30  BUY    5074.53    5080.12     5.59    WIN        trailing_sl   SSL  SWEEP+SMC
 624 2026-01-27 11:30  BUY    5087.99    5095.76    15.54    WIN        trailing_sl   SSL  SWEEP+SMC
 625 2026-01-27 14:30  BUY    5089.28    5081.01   -16.54   LOSS          early_cut   SSL  SWEEP+SMC
 626 2026-01-27 18:00  BUY    5095.04    5097.04     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 627 2026-01-27 23:00  BUY    5176.32    5182.21     5.89    WIN     breakeven_exit   SSL  SWEEP+SMC
 628 2026-01-28 03:30  BUY    5215.31    5231.67    16.36    WIN      market_signal   SSL  SWEEP+SMC
 629 2026-01-28 11:30  BUY    5266.88    5275.04     8.16    WIN        trailing_sl   SSL  SWEEP+SMC
 630 2026-01-28 14:30 SELL    5269.51    5264.51    10.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 631 2026-01-28 18:45  BUY    5299.71    5287.71   -24.00   LOSS       peak_protect   SSL  SWEEP+SMC
 632 2026-01-28 23:00  BUY    5386.83    5474.64    87.81    WIN           smart_tp   SSL  SWEEP+SMC
 633 2026-01-29 03:30  BUY    5539.85    5542.15     2.30    WIN     breakeven_exit   SSL  SWEEP+SMC
 634 2026-01-29 10:30 SELL    5481.79    5509.73   -55.88   LOSS           max_loss   BSL  SWEEP+SMC
 635 2026-01-29 14:45 SELL    5534.21    5518.04    32.34    WIN        trailing_sl   BSL  SWEEP+SMC
 636 2026-01-29 18:00  BUY    5273.06    5286.70    13.64    WIN     breakeven_exit   SSL  SWEEP+SMC
 637 2026-01-29 23:00  BUY    5398.33    5407.77     9.44    WIN     breakeven_exit   SSL  SWEEP+SMC
 638 2026-02-03 15:15  BUY    4933.97    4938.50     9.06    WIN     breakeven_exit   SSL  SWEEP+SMC
 639 2026-02-03 18:30  BUY    4980.70    4955.64   -50.12   LOSS           max_loss   SSL  SWEEP+SMC
 640 2026-02-03 23:00  BUY    4957.74    4932.64   -25.10   LOSS          early_cut   SSL  SWEEP+SMC
 641 2026-02-04 03:45  BUY    5046.30    5056.65    10.35    WIN        trailing_sl   SSL  SWEEP+SMC
 642 2026-02-04 07:00  BUY    5082.79    5059.20   -23.59   LOSS          early_cut   SSL  SWEEP+SMC
 643 2026-02-04 12:15 SELL    5043.17    5059.97   -33.60   LOSS           max_loss   BSL  SWEEP+SMC
 644 2026-02-04 15:00 SELL    5028.78    4998.67    30.11    WIN        trailing_sl   BSL  SWEEP+SMC
 645 2026-02-04 19:15 SELL    4917.27    4901.13    16.14    WIN        trailing_sl   BSL  SWEEP+SMC
 646 2026-02-04 23:30  BUY    4961.68    5009.35    47.67    WIN           smart_tp   SSL  SWEEP+SMC
 647 2026-02-05 04:30 SELL    4896.19    4812.97    83.22    WIN           smart_tp   BSL  SWEEP+SMC
 648 2026-02-05 07:15 SELL    4868.19    4895.86   -27.67   LOSS           max_loss   BSL  SWEEP+SMC
 649 2026-02-05 11:30 SELL    4889.68    4857.84    31.84    WIN        trailing_sl   BSL  SWEEP+SMC

================================================================================
