Ticket,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Profit USD,Profit Pips,Result,Exit Reason,Fuzzy Conf,Trajectory Pred,Peak Profit,Regime,Session
1000298,2026-01-22 11:15:00,2026-01-22 14:30:00,BUY,4829.39,4829.59,0.20,2.0,WIN,fuzzy_exit,1.000,74.55,2.09,ranging,London (Prime)
1000299,2026-01-22 16:00:00,2026-01-22 16:45:00,BUY,4824.07,4835.05,10.98,109.8,WIN,fuzzy_exit,1.000,0.00,21.42,ranging,Late NY (TEST MODE)
1000300,2026-01-22 22:45:00,2026-01-23 01:00:00,BUY,4916.84,4946.837605699381,30.00,300.0,WIN,take_profit,0.000,0.00,30.00,ranging,Sydney-Tokyo (TEST MODE)
1000301,2026-01-23 05:15:00,2026-01-23 08:00:00,BUY,4943.79,4952.41,8.62,86.2,WIN,fuzzy_exit,1.000,16.82,17.18,ranging,Tokyo-London Transition
1000302,2026-01-23 09:30:00,2026-01-23 10:15:00,BUY,4946.24,4913.3,-32.94,-329.4,LOSS,max_loss,0.000,0.00,0.00,ranging,London (Prime)
1000303,2026-01-23 11:30:00,2026-01-23 13:00:00,BUY,4917.01,4918.43,1.42,14.2,WIN,fuzzy_exit,1.000,0.00,12.79,ranging,London (Prime)
1000304,2026-01-23 14:45:00,2026-01-23 16:15:00,BUY,4939.48,4940.08,0.60,6.0,WIN,fuzzy_exit,1.000,0.00,4.99,ranging,NY Early
1000305,2026-01-23 17:30:00,2026-01-23 19:45:00,BUY,4958.86,4965.78,6.92,69.2,WIN,fuzzy_exit,1.000,0.00,26.48,ranging,Sydney-Tokyo (TEST MODE)
1000306,2026-01-26 04:30:00,2026-01-26 07:45:00,SELL,5088.35,5074.17,14.18,141.8,WIN,fuzzy_exit,1.000,71.33,28.47,ranging,Tokyo-London Transition
1000307,2026-01-26 11:30:00,2026-01-26 12:45:00,BUY,5091.35,5091.6,0.25,2.5,WIN,fuzzy_exit,1.000,0.00,1.52,ranging,London (Prime)
1000308,2026-01-27 14:30:00,2026-01-27 16:00:00,BUY,5089.28,5060.19,-29.09,-290.9,LOSS,max_loss,0.000,0.00,0.91,ranging,NY Early
1000309,2026-01-28 11:30:00,2026-01-28 12:30:00,BUY,5266.88,5274.49,7.61,76.1,WIN,fuzzy_exit,1.000,0.00,15.21,ranging,London (Prime)
1000310,2026-01-28 23:30:00,2026-01-29 01:00:00,SELL,5386.34,5474.64,-88.30,-883.0,LOSS,max_loss,0.000,0.00,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000311,2026-01-29 06:00:00,2026-01-29 07:15:00,BUY,5534.42,5541.79,7.37,73.7,WIN,fuzzy_exit,1.000,0.00,25.02,ranging,Tokyo-London Transition
1000312,2026-01-29 09:15:00,2026-01-29 10:30:00,BUY,5541.25,5481.79,-59.46,-594.6,LOSS,max_loss,0.000,0.00,7.83,ranging,London (Prime)
1000313,2026-01-30 08:15:00,2026-01-30 10:30:00,BUY,5157.18,5095.81,-61.37,-613.7,LOSS,max_loss,0.000,0.00,23.52,ranging,London (Prime)
1000314,2026-02-02 01:45:00,2026-02-02 02:30:00,BUY,4740.43,4804.18,63.75,637.5,WIN,fuzzy_exit,1.000,0.00,105.84,ranging,Sydney-Tokyo (TEST MODE)
1000315,2026-02-02 05:45:00,2026-02-02 07:00:00,BUY,4646.53,4661.35,14.82,148.2,WIN,fuzzy_exit,1.000,0.00,41.68,ranging,Tokyo-London Transition
1000316,2026-02-02 15:00:00,2026-02-02 16:30:00,SELL,4782.97,4753.3,29.67,296.7,WIN,fuzzy_exit,1.000,0.00,97.44,ranging,Late NY (TEST MODE)
1000317,2026-02-02 20:45:00,2026-02-02 21:30:00,SELL,4657.63,4694.21,-36.58,-365.8,LOSS,max_loss,0.000,0.00,14.03,ranging,Sydney-Tokyo (TEST MODE)
1000318,2026-02-03 04:15:00,2026-02-03 08:30:00,BUY,4772.81,4890.981394851256,118.17,1181.7,WIN,take_profit,0.000,0.00,118.17,ranging,Tokyo-London Transition
1000319,2026-02-03 11:15:00,2026-02-03 12:45:00,BUY,4891.36,4902.17,10.81,108.1,WIN,fuzzy_exit,1.000,0.00,31.34,ranging,London (Prime)
1000320,2026-02-03 14:15:00,2026-02-03 16:30:00,BUY,4902.44,4918.21,15.77,157.7,WIN,fuzzy_exit,1.000,0.00,39.06,ranging,NY Early
1000321,2026-02-03 17:45:00,2026-02-03 18:45:00,BUY,4935.17,4955.64,20.47,204.7,WIN,fuzzy_exit,1.000,0.00,45.53,ranging,Sydney-Tokyo (TEST MODE)
1000322,2026-02-03 20:15:00,2026-02-03 21:45:00,BUY,4908.74,4926.99,18.25,182.5,WIN,fuzzy_exit,1.000,0.00,31.58,ranging,Sydney-Tokyo (TEST MODE)
1000323,2026-02-04 01:00:00,2026-02-04 03:00:00,BUY,4932.64,5017.216020163927,84.58,845.8,WIN,take_profit,0.000,0.00,84.58,ranging,Sydney-Tokyo (TEST MODE)
1000324,2026-02-04 18:30:00,2026-02-04 19:30:00,BUY,4896.77,4907.66,10.89,108.9,WIN,fuzzy_exit,1.000,0.00,24.46,ranging,Sydney-Tokyo (TEST MODE)
1000325,2026-02-04 22:15:00,2026-02-05 01:15:00,BUY,4922.61,5011.808411176729,89.20,892.0,WIN,take_profit,0.000,0.00,89.20,ranging,Sydney-Tokyo (TEST MODE)
1000326,2026-02-05 04:00:00,2026-02-05 04:45:00,BUY,4915.62,4812.97,-102.65,-1026.5,LOSS,max_loss,0.000,0.00,21.00,ranging,Tokyo-London Transition
1000327,2026-02-05 07:00:00,2026-02-05 10:45:00,BUY,4852.54,4911.91,59.37,593.7,WIN,fuzzy_exit,1.000,109.87,88.18,ranging,London (Prime)
1000328,2026-02-05 12:15:00,2026-02-05 13:30:00,BUY,4861.48,4871.9,10.42,104.2,WIN,fuzzy_exit,1.000,0.00,30.45,ranging,London (Prime)
1000329,2026-02-06 09:00:00,2026-02-06 10:30:00,BUY,4849.01,4859.97,10.96,109.6,WIN,fuzzy_exit,1.000,0.00,18.25,ranging,London (Prime)
1000330,2026-02-06 11:45:00,2026-02-06 14:15:00,BUY,4866.49,4877.36,10.87,108.7,WIN,fuzzy_exit,1.000,0.00,29.13,ranging,London (Prime)
1000331,2026-02-06 21:30:00,2026-02-06 22:00:00,BUY,4951.98,4953.06,1.08,10.8,WIN,fuzzy_exit,0.800,0.00,5.02,ranging,Sydney-Tokyo (TEST MODE)
1000332,2026-02-09 03:00:00,2026-02-09 04:00:00,SELL,5018.4,4997.01,21.39,213.9,WIN,fuzzy_exit,1.000,0.00,36.01,ranging,Tokyo-London Transition
1000333,2026-02-09 05:45:00,2026-02-09 08:15:00,BUY,5015.95,5024.74,8.79,87.9,WIN,fuzzy_exit,1.000,0.00,20.90,ranging,Tokyo-London Transition
1000334,2026-02-09 09:45:00,2026-02-09 11:30:00,BUY,5006.22,5014.62,8.40,84.0,WIN,fuzzy_exit,1.000,0.00,23.22,ranging,London (Prime)
1000335,2026-02-09 12:45:00,2026-02-09 15:15:00,BUY,4990.98,5004.24,13.26,132.6,WIN,fuzzy_exit,1.000,0.00,30.77,ranging,London (Prime)
1000336,2026-02-09 20:15:00,2026-02-09 23:00:00,BUY,5054.18,5063.23,9.05,90.5,WIN,fuzzy_exit,1.000,33.60,26.10,ranging,Sydney-Tokyo (TEST MODE)
1000337,2026-02-10 01:45:00,2026-02-10 02:15:00,BUY,5031.44,5033.52,2.08,20.8,WIN,fuzzy_exit,0.800,0.00,3.32,ranging,Sydney-Tokyo (TEST MODE)
