================================================================================
#16 SMC + RTM Quasimodo — Backtest Log
================================================================================
Period: 2025-08-01 to 2026-02-07
QM params: lookback=60, max_age=30, tolerance=0.4%, RR=1:2

QM patterns: 347 | QM+SMC: 20 | QM-only: 41 | Standard: 632
Trades: 693 | WR: 71.3% | Net: $961.18
PF: 1.26 | DD: 6.7% | Sharpe: 1.28
vs Baseline: $-488.68

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason     Source
--------------------------------------------------------------------------------------------------------------
 573 2026-01-08 10:15 SELL    4426.75    4423.98     5.54    WIN     breakeven_exit        SMC
 574 2026-01-08 13:15 SELL    4426.40    4411.12    30.56    WIN        take_profit        SMC
 575 2026-01-08 16:45  BUY    4432.94    4445.10    12.16    WIN        trailing_sl    QM-only
 576 2026-01-08 19:45  BUY    4463.33    4447.25   -16.08   LOSS          early_cut        SMC
 577 2026-01-09 01:15  BUY    4476.74    4458.93   -17.81   LOSS          early_cut        SMC
 578 2026-01-09 05:45  BUY    4464.22    4466.22     2.00    WIN     breakeven_exit        SMC
 579 2026-01-09 10:15  BUY    4473.10    4467.69   -10.82   LOSS            timeout        SMC
 580 2026-01-09 16:45 SELL    4493.94    4514.29   -20.35   LOSS          early_cut    QM-only
 581 2026-01-09 20:00 SELL    4492.75    4496.69    -3.94   LOSS      weekend_close    QM-only
 582 2026-01-12 01:00  BUY    4529.97    4534.59     4.62    WIN        trailing_sl        SMC
 583 2026-01-12 04:00  BUY    4566.75    4576.01     9.26    WIN        trailing_sl        SMC
 584 2026-01-12 07:15  BUY    4572.24    4578.58     6.34    WIN        trailing_sl        SMC
 585 2026-01-12 11:00  BUY    4596.88    4582.12   -14.76   LOSS     trend_reversal        SMC
 586 2026-01-12 16:30  BUY    4604.05    4614.44    10.39    WIN        trailing_sl        SMC
 587 2026-01-12 20:15 SELL    4605.55    4603.55     2.00    WIN        trailing_sl        SMC
 588 2026-01-13 02:00 SELL    4592.70    4590.70     2.00    WIN        trailing_sl        SMC
 589 2026-01-13 07:15 SELL    4601.11    4585.58    15.53    WIN        take_profit        SMC
 590 2026-01-13 10:15 SELL    4589.83    4586.41     3.42    WIN     breakeven_exit        SMC
 591 2026-01-13 15:00  BUY    4602.44    4614.70    24.52    WIN        trailing_sl        SMC
 592 2026-01-13 20:30 SELL    4600.19    4597.01     6.36    WIN        trailing_sl        SMC
 593 2026-01-14 01:00 SELL    4595.80    4615.19   -19.39   LOSS          early_cut        SMC
 594 2026-01-14 07:45  BUY    4619.87    4630.19    10.32    WIN        trailing_sl        SMC
 595 2026-01-14 11:15  BUY    4637.30    4631.85    -5.45   LOSS            timeout        SMC
 596 2026-01-14 17:45 SELL    4617.72    4607.36    20.72    WIN     breakeven_exit        SMC
 597 2026-01-14 23:00 SELL    4624.42    4622.42     2.00    WIN     breakeven_exit     QM+SMC
 598 2026-01-15 03:15 SELL    4600.32    4594.26     6.06    WIN        trailing_sl        SMC
 599 2026-01-15 09:15 SELL    4610.04    4604.62    10.84    WIN        trailing_sl        SMC
 600 2026-01-15 12:45  BUY    4619.70    4611.61   -16.18   LOSS          early_cut        SMC
 601 2026-01-15 17:30 SELL    4611.62    4608.44     6.36    WIN     breakeven_exit     QM+SMC
 602 2026-01-15 23:00 SELL    4611.98    4609.98     2.00    WIN     breakeven_exit     QM+SMC
 603 2026-01-16 04:00 SELL    4598.02    4596.02     2.00    WIN     breakeven_exit        SMC
 604 2026-01-16 08:45 SELL    4597.89    4607.36    -9.47   LOSS     trend_reversal        SMC
 605 2026-01-16 15:15 SELL    4586.97    4601.73   -29.52   LOSS           max_loss        SMC
 606 2026-01-16 18:15 SELL    4591.49    4581.53     9.96    WIN        trailing_sl        SMC
 607 2026-01-16 23:00  BUY    4586.40    4594.43     8.03    WIN      weekend_close    QM-only
 608 2026-01-19 03:00  BUY    4662.97    4665.84     2.87    WIN     breakeven_exit        SMC
 609 2026-01-19 07:45  BUY    4669.84    4675.05     5.21    WIN     breakeven_exit        SMC
 610 2026-01-19 11:30  BUY    4669.41    4668.46    -0.95   LOSS            timeout        SMC
 611 2026-01-19 18:15  BUY    4671.75    4675.20     6.90    WIN        trailing_sl        SMC
 612 2026-01-20 03:00 SELL    4670.00    4668.00     2.00    WIN     breakeven_exit        SMC
 613 2026-01-20 06:45  BUY    4695.04    4697.04     2.00    WIN     breakeven_exit        SMC
 614 2026-01-20 09:45  BUY    4715.81    4721.40     5.59    WIN     breakeven_exit        SMC
 615 2026-01-20 13:00  BUY    4726.14    4730.08     3.94    WIN     breakeven_exit        SMC
 616 2026-01-20 16:30  BUY    4738.32    4740.32     4.00    WIN        trailing_sl        SMC
 617 2026-01-20 19:30  BUY    4756.37    4760.25     7.76    WIN        trailing_sl        SMC
 618 2026-01-20 23:45  BUY    4761.95    4772.74    10.79    WIN        trailing_sl        SMC
 619 2026-01-21 04:30  BUY    4830.98    4833.60     2.62    WIN     breakeven_exit        SMC
 620 2026-01-21 07:45  BUY    4869.76    4880.83    11.07    WIN     breakeven_exit        SMC
 621 2026-01-21 11:00  BUY    4859.84    4872.65    25.62    WIN        trailing_sl        SMC
 622 2026-01-21 15:00  BUY    4869.29    4874.09     4.80    WIN        trailing_sl        SMC
 623 2026-01-21 18:15 SELL    4839.94    4818.39    43.10    WIN           smart_tp        SMC
 624 2026-01-21 23:00 SELL    4823.92    4798.19    25.73    WIN        trailing_sl        SMC
 625 2026-01-22 04:00 SELL    4793.31    4784.71     8.60    WIN     breakeven_exit        SMC
 626 2026-01-22 07:45  BUY    4821.07    4823.07     2.00    WIN        trailing_sl        SMC
 627 2026-01-22 11:15  BUY    4829.39    4819.58    -9.81   LOSS     trend_reversal        SMC
 628 2026-01-22 17:15  BUY    4853.92    4868.74    29.64    WIN        trailing_sl        SMC
 629 2026-01-22 20:30  BUY    4912.86    4920.88     8.02    WIN     breakeven_exit        SMC
 630 2026-01-23 01:00  BUY    4943.05    4955.68    12.63    WIN        trailing_sl        SMC
 631 2026-01-23 05:00  BUY    4954.66    4957.97     3.31    WIN     breakeven_exit        SMC
 632 2026-01-23 10:30 SELL    4925.00    4916.90    16.20    WIN        trailing_sl        SMC
 633 2026-01-23 13:30 SELL    4923.35    4934.10   -21.50   LOSS          early_cut        SMC
 634 2026-01-23 18:15  BUY    4985.34    4965.78   -19.56   LOSS          early_cut        SMC
 635 2026-01-23 23:00  BUY    4981.37    4982.17     0.80    WIN      weekend_close        SMC
 636 2026-01-26 03:00  BUY    5057.51    5080.09    22.58    WIN        trailing_sl        SMC
 637 2026-01-26 06:30  BUY    5067.17    5069.17     2.00    WIN     breakeven_exit        SMC
 638 2026-01-26 09:30  BUY    5088.44    5093.54    10.20    WIN     breakeven_exit        SMC
 639 2026-01-26 15:15 SELL    5072.09    5070.09     4.00    WIN     breakeven_exit        SMC
 640 2026-01-26 18:30  BUY    5077.31    5086.28    17.94    WIN        trailing_sl        SMC
 641 2026-01-26 23:15 SELL    5020.26    5008.05    12.21    WIN        trailing_sl        SMC
 642 2026-01-27 03:15  BUY    5066.54    5076.11     9.57    WIN        trailing_sl     QM+SMC
 643 2026-01-27 07:30  BUY    5074.53    5080.12     5.59    WIN        trailing_sl        SMC
 644 2026-01-27 11:30  BUY    5087.99    5095.76    15.54    WIN        trailing_sl        SMC
 645 2026-01-27 14:30  BUY    5089.28    5081.01   -16.54   LOSS          early_cut        SMC
 646 2026-01-27 18:00  BUY    5095.04    5097.04     4.00    WIN     breakeven_exit        SMC
 647 2026-01-27 23:00  BUY    5176.32    5182.21     5.89    WIN     breakeven_exit        SMC
 648 2026-01-28 03:30  BUY    5215.31    5231.67    16.36    WIN      market_signal        SMC
 649 2026-01-28 07:15  BUY    5259.11    5262.06     2.95    WIN     breakeven_exit        SMC
 650 2026-01-28 10:15  BUY    5299.27    5281.78   -17.49   LOSS          early_cut        SMC
 651 2026-01-28 13:30 SELL    5261.24    5269.51   -16.54   LOSS          early_cut        SMC
 652 2026-01-28 17:15 SELL    5269.28    5287.30   -18.02   LOSS          early_cut        SMC
 653 2026-01-28 20:45  BUY    5282.31    5294.49    12.18    WIN     breakeven_exit        SMC
 654 2026-01-28 23:45  BUY    5408.90    5474.64    65.74    WIN           smart_tp        SMC
 655 2026-01-29 03:30  BUY    5539.85    5542.15     2.30    WIN     breakeven_exit        SMC
 656 2026-01-29 06:45  BUY    5557.77    5581.28    23.51    WIN        trailing_sl        SMC
 657 2026-01-29 10:45 SELL    5509.73    5524.74   -30.02   LOSS          early_cut        SMC
 658 2026-01-29 14:45 SELL    5534.21    5518.04    32.34    WIN        trailing_sl        SMC
 659 2026-01-29 18:00  BUY    5273.06    5286.70    13.64    WIN     breakeven_exit        SMC
 660 2026-01-29 23:00  BUY    5398.33    5407.77     9.44    WIN     breakeven_exit        SMC
 661 2026-01-30 03:00  BUY    5308.99    5357.38    48.39    WIN           smart_tp        SMC
 662 2026-01-30 05:45 SELL    5197.19    5224.73   -27.54   LOSS          early_cut        SMC
 663 2026-01-30 09:30 SELL    5146.85    5180.70   -33.85   LOSS           max_loss        SMC
 664 2026-01-30 12:15 SELL    5059.77    5119.63   -59.86   LOSS           max_loss        SMC
 665 2026-01-30 15:15 SELL    5026.54    5022.25     4.29    WIN     breakeven_exit        SMC
 666 2026-01-30 18:30 SELL    5010.57    4914.18    96.39    WIN           smart_tp        SMC
 667 2026-01-30 23:00 SELL    4839.12    4874.05   -34.93   LOSS           max_loss        SMC
 668 2026-02-02 03:15 SELL    4697.10    4737.19   -40.09   LOSS           max_loss        SMC
 669 2026-02-02 06:15 SELL    4670.09    4664.35     5.74    WIN        trailing_sl        SMC
 670 2026-02-02 10:00 SELL    4610.00    4646.12   -36.12   LOSS           max_loss        SMC
 671 2026-02-02 12:45  BUY    4705.33    4748.51    43.18    WIN           smart_tp        SMC
 672 2026-02-02 15:30  BUY    4685.53    4702.93    17.40    WIN        trailing_sl        SMC
 673 2026-02-02 19:45 SELL    4674.17    4638.99    35.18    WIN        trailing_sl        SMC
 674 2026-02-03 01:00  BUY    4718.34    4735.13    16.79    WIN        trailing_sl        SMC
 675 2026-02-03 04:00  BUY    4800.89    4772.81   -28.08   LOSS           max_loss        SMC
 676 2026-02-03 07:45  BUY    4824.78    4871.79    47.01    WIN           smart_tp        SMC
 677 2026-02-03 10:45  BUY    4912.19    4914.19     2.00    WIN     breakeven_exit        SMC
 678 2026-02-03 13:45  BUY    4916.72    4921.83    10.22    WIN     breakeven_exit        SMC
 679 2026-02-03 17:30  BUY    4923.77    4932.17     8.40    WIN        trailing_sl        SMC
 680 2026-02-03 20:45  BUY    4908.13    4927.24    19.11    WIN        trailing_sl        SMC
 681 2026-02-04 01:00 SELL    4932.64    4927.04     5.60    WIN     breakeven_exit    QM-only
 682 2026-02-04 04:00  BUY    5059.65    5040.00   -19.65   LOSS          early_cut        SMC
 683 2026-02-04 07:15  BUY    5080.04    5059.20   -20.84   LOSS          early_cut        SMC
 684 2026-02-04 12:15 SELL    5043.17    5026.72    16.45    WIN        trailing_sl        SMC
 685 2026-02-04 16:00 SELL    5047.65    4981.63   132.03    WIN        take_profit        SMC
 686 2026-02-04 19:00 SELL    4921.23    4919.23     2.00    WIN        trailing_sl        SMC
 687 2026-02-04 23:30  BUY    4961.68    5009.35    47.67    WIN           smart_tp        SMC
 688 2026-02-05 03:45  BUY    4958.38    4915.62   -42.76   LOSS           max_loss        SMC
 689 2026-02-05 06:30 SELL    4885.93    4866.49    19.44    WIN        trailing_sl        SMC
 690 2026-02-05 09:45  BUY    4914.56    4937.72    23.16    WIN        trailing_sl        SMC
 691 2026-02-05 12:45 SELL    4876.92    4874.90     2.02    WIN        trailing_sl        SMC
 692 2026-02-05 16:15 SELL    4835.41    4859.32   -47.82   LOSS           max_loss        SMC
 693 2026-02-05 19:00  BUY    4875.41    4861.23   -28.36   LOSS          early_cut        SMC
